id_orden; num_revision; fecha_pedido; fecha_vencimiento; fecha_envio; estado; es_pedido_online; folio_pedido; orden_compra_cliente; numero_cuenta; id_cliente; id_vendedor; id_territorio; id_direccion_facturacion; id_direccion_envio; id_metodo_envio; id_tarjeta_credito; codigo_autorizacion_tc; id_tasa_cambio; sub_total; impuestos; flete; total_neto; observaciones; guid_fila; fecha_modificacion
43956;8;2011-07-08 00:00:00;2011-07-20 00:00:00;2011-07-15 00:00:00;5;True;SO43956;;10-4030-011030;11030;;9;26358;26358;1;9306;135109Vi47984;496;3399.99;271.9992;84.9998;3756.989;;{8FF2F317-8BA2-4906-B430-ED38A6532005};2011-07-15 00:00:00
43957;8;2011-07-09 00:00:00;2011-07-21 00:00:00;2011-07-16 00:00:00;5;True;SO43957;;10-4030-028068;28068;;4;12047;12047;1;5365;231891Vi28101;;3578.27;286.2616;89.4568;3953.9884;;{81366D84-43B1-437C-8E09-3707970AE9E1};2011-07-16 00:00:00
43958;8;2011-07-09 00:00:00;2011-07-21 00:00:00;2011-07-16 00:00:00;5;True;SO43958;;10-4030-016658;16658;;9;18015;18015;1;8948;734641Vi46103;509;3578.27;286.2616;89.4568;3953.9884;;{92BE4287-4A28-4E98-B4FF-B79BAE519DAE};2011-07-16 00:00:00
43959;8;2011-07-09 00:00:00;2011-07-21 00:00:00;2011-07-16 00:00:00;5;True;SO43959;;10-4030-011035;11035;;9;23018;23018;1;9071;1035114Vi46818;509;3374.99;269.9992;84.3748;3729.364;;{362B8BFD-4D2D-410C-88D9-85828AEBB79C};2011-07-16 00:00:00
43960;8;2011-07-09 00:00:00;2011-07-21 00:00:00;2011-07-16 00:00:00;5;True;SO43960;;10-4030-011046;11046;;9;28971;28971;1;14955;535118Vi77461;509;3374.99;269.9992;84.3748;3729.364;;{843D8B21-2FE7-44E7-8F4E-A10C677B3992};2011-07-16 00:00:00
43961;8;2011-07-10 00:00:00;2011-07-22 00:00:00;2011-07-17 00:00:00;5;True;SO43961;;10-4030-028031;28031;;4;19605;19605;1;7808;930225Vi40458;;3578.27;286.2616;89.4568;3953.9884;;{A1746282-2982-4BA9-957C-6E2C547FCC8C};2011-07-17 00:00:00
43962;8;2011-07-10 00:00:00;2011-07-22 00:00:00;2011-07-17 00:00:00;5;True;SO43962;;10-4030-028076;28076;;4;26676;26676;1;6829;1031894Vi35579;;3578.27;286.2616;89.4568;3953.9884;;{11327513-4416-4F29-BAF9-475D9A6A354A};2011-07-17 00:00:00
43963;8;2011-07-10 00:00:00;2011-07-22 00:00:00;2011-07-17 00:00:00;5;True;SO43963;;10-4030-016685;16685;;9;22808;22808;1;3262;434538Vi17176;522;3578.27;286.2616;89.4568;3953.9884;;{1CEEA41B-9070-4215-A8D3-F2703B2B9ED3};2011-07-17 00:00:00
43964;8;2011-07-10 00:00:00;2011-07-22 00:00:00;2011-07-17 00:00:00;5;True;SO43964;;10-4030-016745;16745;;9;23287;23287;1;6168;1034557Vi32048;522;3578.27;286.2616;89.4568;3953.9884;;{1AE37391-8FB3-486C-8070-6480920C83F2};2011-07-17 00:00:00
43965;8;2011-07-10 00:00:00;2011-07-22 00:00:00;2011-07-17 00:00:00;5;True;SO43965;;10-4030-011038;11038;;9;27731;27731;1;10047;1135115Vi51730;522;3374.99;269.9992;84.3748;3729.364;;{1AB4F73B-B3A2-4963-9041-4902A011FBBC};2011-07-17 00:00:00
43966;8;2011-07-10 00:00:00;2011-07-22 00:00:00;2011-07-17 00:00:00;5;True;SO43966;;10-4030-011039;11039;;9;24751;24751;1;11169;1135116Vi57638;522;3399.99;271.9992;84.9998;3756.989;;{7064B6B3-BAE2-426D-A9F6-143EEBF0D3C0};2011-07-17 00:00:00
43967;8;2011-07-11 00:00:00;2011-07-23 00:00:00;2011-07-18 00:00:00;5;True;SO43967;;10-4030-028040;28040;;1;25586;25586;1;3376;1030228Vi17779;;3578.27;286.2616;89.4568;3953.9884;;{A41C48B7-1A09-4772-90A8-23A1CB6CAD9A};2011-07-18 00:00:00
43968;8;2011-07-11 00:00:00;2011-07-23 00:00:00;2011-07-18 00:00:00;5;True;SO43968;;10-4030-028067;28067;;4;28431;28431;1;18833;331890Vi97844;;3578.27;286.2616;89.4568;3953.9884;;{72ADB7F0-3729-4017-B943-5B59B3CF0611};2011-07-18 00:00:00
43969;8;2011-07-11 00:00:00;2011-07-23 00:00:00;2011-07-18 00:00:00;5;True;SO43969;;10-4030-028071;28071;;4;21890;21890;1;5284;1231893Vi27632;;3578.27;286.2616;89.4568;3953.9884;;{C4317075-E3CA-496C-9CEA-52E68EAE1ABC};2011-07-18 00:00:00
43970;8;2011-07-11 00:00:00;2011-07-23 00:00:00;2011-07-18 00:00:00;5;True;SO43970;;10-4030-016684;16684;;9;29208;29208;1;;;535;3578.27;286.2616;89.4568;3953.9884;;{E824DB08-43DC-4281-AC8D-AFB1196E07F0};2011-07-18 00:00:00
43971;8;2011-07-11 00:00:00;2011-07-23 00:00:00;2011-07-18 00:00:00;5;True;SO43971;;10-4030-016657;16657;;9;13844;13844;1;9820;1034640Vi50592;535;3578.27;286.2616;89.4568;3953.9884;;{5459DD34-EBE2-478B-84F0-B55F08235123};2011-07-18 00:00:00
43972;8;2011-07-12 00:00:00;2011-07-24 00:00:00;2011-07-19 00:00:00;5;True;SO43972;;10-4030-021939;21939;;6;25027;25027;1;2888;630220Vi15048;550;3578.27;286.2616;89.4568;3953.9884;;{8C6E3938-E12F-421A-928E-4D8490CC5AD7};2011-07-19 00:00:00
43973;8;2011-07-12 00:00:00;2011-07-24 00:00:00;2011-07-19 00:00:00;5;True;SO43973;;10-4030-028039;28039;;4;13444;13444;1;4947;930227Vi25968;;3578.27;286.2616;89.4568;3953.9884;;{EECD1B6E-5167-4293-BC7D-EEBD20EA57B0};2011-07-19 00:00:00
43974;8;2011-07-12 00:00:00;2011-07-24 00:00:00;2011-07-19 00:00:00;5;True;SO43974;;10-4030-013687;13687;;10;25873;25873;1;18889;331022Vi98154;555;3578.27;286.2616;89.4568;3953.9884;;{1DF428ED-4B75-49E6-BD8D-84F7404F9496};2011-07-19 00:00:00
43975;8;2011-07-12 00:00:00;2011-07-24 00:00:00;2011-07-19 00:00:00;5;True;SO43975;;10-4030-013540;13540;;8;24395;24395;1;4964;1031135Vi26030;552;3578.27;286.2616;89.4568;3953.9884;;{E174D511-5800-4928-AD70-57F6AEB0A54C};2011-07-19 00:00:00
43976;8;2011-07-12 00:00:00;2011-07-24 00:00:00;2011-07-19 00:00:00;5;True;SO43976;;10-4030-028063;28063;;4;18656;18656;1;3080;1231886Vi16221;;3578.27;286.2616;89.4568;3953.9884;;{6785892C-AFB2-4177-813B-6B07628669F1};2011-07-19 00:00:00
43977;8;2011-07-12 00:00:00;2011-07-24 00:00:00;2011-07-19 00:00:00;5;True;SO43977;;10-4030-016703;16703;;9;25353;25353;1;6914;334547Vi35999;548;3578.27;286.2616;89.4568;3953.9884;;{4C3702D6-5ADE-4BBC-9128-F4E8060A71A8};2011-07-19 00:00:00
43978;8;2011-07-13 00:00:00;2011-07-25 00:00:00;2011-07-20 00:00:00;5;True;SO43978;;10-4030-028030;28030;;1;25351;25351;1;12614;1230223Vi65238;;3578.27;286.2616;89.4568;3953.9884;;{BFEFBBC9-DDF7-4B78-8EE0-43EC36E57901};2011-07-20 00:00:00
43979;8;2011-07-13 00:00:00;2011-07-25 00:00:00;2011-07-20 00:00:00;5;True;SO43979;;10-4030-014576;14576;;1;12682;12682;1;1937;733800Vi10105;;699.0982;55.9279;17.4775;772.5036;;{5099317F-D53C-4BD7-AEAC-7DF352AD2E23};2011-07-20 00:00:00
43980;8;2011-07-13 00:00:00;2011-07-25 00:00:00;2011-07-20 00:00:00;5;True;SO43980;;10-4030-011048;11048;;9;22583;22583;1;17271;634123Vi89664;561;3374.99;269.9992;84.3748;3729.364;;{201BF2FC-298F-4CAB-969C-735025222E50};2011-07-20 00:00:00
43981;8;2011-07-13 00:00:00;2011-07-25 00:00:00;2011-07-20 00:00:00;5;True;SO43981;;10-4030-016664;16664;;9;18948;18948;1;14104;734535Vi73154;561;3578.27;286.2616;89.4568;3953.9884;;{3C0C3685-CB0E-4D58-BB41-A1280290F054};2011-07-20 00:00:00
43982;8;2011-07-13 00:00:00;2011-07-25 00:00:00;2011-07-20 00:00:00;5;True;SO43982;;10-4030-025271;25271;;9;25894;25894;1;13227;735429Vi68619;561;699.0982;55.9279;17.4775;772.5036;;{721038EC-8FA5-48CC-B706-04892AF7F614};2011-07-20 00:00:00
43983;8;2011-07-14 00:00:00;2011-07-26 00:00:00;2011-07-21 00:00:00;5;True;SO43983;;10-4030-028017;28017;;1;27287;27287;1;13899;630219Vi72064;;3578.27;286.2616;89.4568;3953.9884;;{3FD3BCB9-654C-4B64-84BE-657E43BDEA0C};2011-07-21 00:00:00
43984;8;2011-07-14 00:00:00;2011-07-26 00:00:00;2011-07-21 00:00:00;5;True;SO43984;;10-4030-013545;13545;;8;18444;18444;1;14141;1231027Vi73375;578;3578.27;286.2616;89.4568;3953.9884;;{4F4905DA-2318-4F7B-A128-90A8B527CC06};2011-07-21 00:00:00
43985;8;2011-07-14 00:00:00;2011-07-26 00:00:00;2011-07-21 00:00:00;5;True;SO43985;;10-4030-013515;13515;;8;13896;13896;1;6184;1031133Vi32137;578;3578.27;286.2616;89.4568;3953.9884;;{A5349675-6E2D-46EB-945B-D217AF3AF2C5};2011-07-21 00:00:00
43986;8;2011-07-14 00:00:00;2011-07-26 00:00:00;2011-07-21 00:00:00;5;True;SO43986;;10-4030-028070;28070;;4;24410;24410;1;17988;431892Vi93331;;3578.27;286.2616;89.4568;3953.9884;;{EF3ED323-A388-4893-B6EC-43CC11BDBF5D};2011-07-21 00:00:00
43987;8;2011-07-15 00:00:00;2011-07-27 00:00:00;2011-07-22 00:00:00;5;True;SO43987;;10-4030-028042;28042;;4;28003;28003;1;11724;730230Vi60646;;3578.27;286.2616;89.4568;3953.9884;;{FB9CF1F0-B6B8-446A-AA17-401453202DA3};2011-07-22 00:00:00
43988;8;2011-07-15 00:00:00;2011-07-27 00:00:00;2011-07-22 00:00:00;5;True;SO43988;;10-4030-011244;11244;;10;21821;21821;1;16105;631742Vi83282;594;3399.99;271.9992;84.9998;3756.989;;{649D40ED-CBBF-415A-8039-CBB4D8C9F4A9};2011-07-22 00:00:00
43989;8;2011-07-15 00:00:00;2011-07-27 00:00:00;2011-07-22 00:00:00;5;True;SO43989;;10-4030-028083;28083;;4;29742;29742;1;;;;3578.27;286.2616;89.4568;3953.9884;;{74166B9B-2079-46C0-9E75-B03CF0F5F9CC};2011-07-22 00:00:00
43990;8;2011-07-15 00:00:00;2011-07-27 00:00:00;2011-07-22 00:00:00;5;True;SO43990;;10-4030-025872;25872;;1;17167;17167;1;17355;933261Vi90148;;3399.99;271.9992;84.9998;3756.989;;{5643753C-22A8-4C48-88A4-B56B00078838};2011-07-22 00:00:00
43991;8;2011-07-15 00:00:00;2011-07-27 00:00:00;2011-07-22 00:00:00;5;True;SO43991;;10-4030-016660;16660;;9;23489;23489;1;15438;534531Vi79724;587;3578.27;286.2616;89.4568;3953.9884;;{364B12A8-4C43-400C-972C-A1DB9C033222};2011-07-22 00:00:00
43992;8;2011-07-15 00:00:00;2011-07-27 00:00:00;2011-07-22 00:00:00;5;True;SO43992;;10-4030-016638;16638;;9;26991;26991;1;755;934637Vi3863;587;3578.27;286.2616;89.4568;3953.9884;;{D73D9F93-4256-4F16-8E53-212C2829A6CF};2011-07-22 00:00:00
43993;8;2011-07-17 00:00:00;2011-07-29 00:00:00;2011-07-24 00:00:00;5;True;SO43993;;10-4030-016929;16929;;9;19246;19246;1;7605;734559Vi39394;613;3578.27;286.2616;89.4568;3953.9884;;{0885589F-F249-4C9B-AB69-35321A095224};2011-07-24 00:00:00
43994;8;2011-07-18 00:00:00;2011-07-30 00:00:00;2011-07-25 00:00:00;5;True;SO43994;;10-4030-027681;27681;;4;20835;20835;1;7892;830209Vi40852;;3578.27;286.2616;89.4568;3953.9884;;{F405FCA9-F218-466E-916F-CF1703A41577};2011-07-25 00:00:00
43995;8;2011-07-18 00:00:00;2011-07-30 00:00:00;2011-07-25 00:00:00;5;True;SO43995;;10-4030-021813;21813;;6;13493;13493;1;17810;430211Vi92426;628;3578.27;286.2616;89.4568;3953.9884;;{CB4EF354-C34F-4654-AEEA-85E757FD7BFF};2011-07-25 00:00:00
43996;8;2011-07-18 00:00:00;2011-07-30 00:00:00;2011-07-25 00:00:00;5;True;SO43996;;10-4030-027920;27920;;4;28195;28195;1;19108;730217Vi99282;;3578.27;286.2616;89.4568;3953.9884;;{CEFDBB0E-D283-4818-9F8E-F7D4EABE68CF};2011-07-25 00:00:00
43997;8;2011-07-18 00:00:00;2011-07-30 00:00:00;2011-07-25 00:00:00;5;True;SO43997;;10-4030-028022;28022;;4;26341;26341;1;12375;930222Vi63996;;3578.27;286.2616;89.4568;3953.9884;;{296B8211-4CDA-47C1-8044-5230189C47AA};2011-07-25 00:00:00
43998;8;2011-07-18 00:00:00;2011-07-30 00:00:00;2011-07-25 00:00:00;5;True;SO43998;;10-4030-011033;11033;;9;18528;18528;1;16251;335112Vi84042;626;3374.99;269.9992;84.3748;3729.364;;{AF5F6213-6853-424A-BC15-89A90400EA23};2011-07-25 00:00:00
43999;8;2011-07-18 00:00:00;2011-07-30 00:00:00;2011-07-25 00:00:00;5;True;SO43999;;10-4030-028047;28047;;1;19357;19357;1;1092;735717Vi5439;;3578.27;286.2616;89.4568;3953.9884;;{2D146EAC-32A1-4E00-B128-3A3ED2A63A1E};2011-07-25 00:00:00
44000;8;2011-07-19 00:00:00;2011-07-31 00:00:00;2011-07-26 00:00:00;5;True;SO44000;;10-4030-027918;27918;;4;21592;21592;1;11353;730215Vi58555;;3578.27;286.2616;89.4568;3953.9884;;{32170724-98B0-4E05-983C-AE2B15883856};2011-07-26 00:00:00
44001;8;2011-07-19 00:00:00;2011-07-31 00:00:00;2011-07-26 00:00:00;5;True;SO44001;;10-4030-028044;28044;;4;24719;24719;1;10690;730231Vi55136;;3578.27;286.2616;89.4568;3953.9884;;{85F7CD30-1C1D-4E27-BFD3-2B815321D6AC};2011-07-26 00:00:00
44002;8;2011-07-19 00:00:00;2011-07-31 00:00:00;2011-07-26 00:00:00;5;True;SO44002;;10-4030-014572;14572;;4;16629;16629;1;8115;730334Vi42087;;699.0982;55.9279;17.4775;772.5036;;{E74E175F-AE5B-4FA6-A345-1598FE759952};2011-07-26 00:00:00
44003;8;2011-07-19 00:00:00;2011-07-31 00:00:00;2011-07-26 00:00:00;5;True;SO44003;;10-4030-019325;19325;;8;21119;21119;1;6987;330403Vi36335;643;699.0982;55.9279;17.4775;772.5036;;{FBA8655C-09CC-4986-9DDD-1FCE4E459540};2011-07-26 00:00:00
44004;8;2011-07-19 00:00:00;2011-07-31 00:00:00;2011-07-26 00:00:00;5;True;SO44004;;10-4030-028061;28061;;4;26326;26326;1;14278;1131883Vi74032;;3578.27;286.2616;89.4568;3953.9884;;{75A75C20-1F19-4D1A-9759-3B84B64898DF};2011-07-26 00:00:00
44005;8;2011-07-19 00:00:00;2011-07-31 00:00:00;2011-07-26 00:00:00;5;True;SO44005;;10-4030-026629;26629;;6;16299;16299;1;12059;433799Vi62318;641;699.0982;55.9279;17.4775;772.5036;;{17120CFD-91CD-432F-B94A-C212C2E24C94};2011-07-26 00:00:00
44006;8;2011-07-19 00:00:00;2011-07-31 00:00:00;2011-07-26 00:00:00;5;True;SO44006;;10-4030-016744;16744;;9;21462;21462;1;9929;534556Vi51094;639;3578.27;286.2616;89.4568;3953.9884;;{A3BA4082-07F7-4EA2-BD91-F3EC361490D9};2011-07-26 00:00:00
44007;8;2011-07-19 00:00:00;2011-07-31 00:00:00;2011-07-26 00:00:00;5;True;SO44007;;10-4030-025555;25555;;9;13775;13775;1;1535;635433Vi7868;639;699.0982;55.9279;17.4775;772.5036;;{D225FB7E-D5DE-4101-9DA0-AFF2D9BA8119};2011-07-26 00:00:00
44008;8;2011-07-20 00:00:00;2011-08-01 00:00:00;2011-07-27 00:00:00;5;True;SO44008;;10-4030-027678;27678;;1;25531;25531;1;1166;330208Vi5908;;3578.27;286.2616;89.4568;3953.9884;;{5378E9FD-03FD-4465-B83C-CBC2EB0EFBF2};2011-07-27 00:00:00
44009;8;2011-07-20 00:00:00;2011-08-01 00:00:00;2011-07-27 00:00:00;5;True;SO44009;;10-4030-027759;27759;;1;16988;16988;1;10257;930212Vi52949;;3578.27;286.2616;89.4568;3953.9884;;{B3FD5F06-0F16-46F8-8455-0AF40BA98500};2011-07-27 00:00:00
44010;8;2011-07-20 00:00:00;2011-08-01 00:00:00;2011-07-27 00:00:00;5;True;SO44010;;10-4030-013680;13680;;10;16926;16926;1;1971;931021Vi10275;659;3578.27;286.2616;89.4568;3953.9884;;{52E83D0A-D954-461A-8A0A-46DCDD998131};2011-07-27 00:00:00
44011;8;2011-07-20 00:00:00;2011-08-01 00:00:00;2011-07-27 00:00:00;5;True;SO44011;;10-4030-013514;13514;;8;28923;28923;1;19150;931129Vi99531;656;3578.27;286.2616;89.4568;3953.9884;;{925EA946-B455-4241-B0D8-C0D7242E4BE9};2011-07-27 00:00:00
44012;8;2011-07-20 00:00:00;2011-08-01 00:00:00;2011-07-27 00:00:00;5;True;SO44012;;10-4030-011052;11052;;9;24347;24347;1;15531;1134125Vi80238;652;3374.99;269.9992;84.3748;3729.364;;{D3965605-9B1D-4227-BB32-60CD7461AD06};2011-07-27 00:00:00
44013;8;2011-07-20 00:00:00;2011-08-01 00:00:00;2011-07-27 00:00:00;5;True;SO44013;;10-4030-016928;16928;;9;24913;24913;1;9126;534558Vi47091;652;3578.27;286.2616;89.4568;3953.9884;;{02AA05DF-146D-4B31-A08A-C2C9C4E6B332};2011-07-27 00:00:00
44014;8;2011-07-21 00:00:00;2011-08-02 00:00:00;2011-07-28 00:00:00;5;True;SO44014;;10-4030-027917;27917;;4;17086;17086;1;14687;930214Vi76153;;3578.27;286.2616;89.4568;3953.9884;;{002753FE-7FFC-4D69-8009-419D2088FEFE};2011-07-28 00:00:00
44015;8;2011-07-21 00:00:00;2011-08-02 00:00:00;2011-07-28 00:00:00;5;True;SO44015;;10-4030-013693;13693;;10;17306;17306;1;1612;831031Vi8248;672;3578.27;286.2616;89.4568;3953.9884;;{731BB998-6343-4364-8CD3-DEFF4B02618F};2011-07-28 00:00:00
44016;8;2011-07-21 00:00:00;2011-08-02 00:00:00;2011-07-28 00:00:00;5;True;SO44016;;10-4030-011247;11247;;10;14898;14898;1;18337;131743Vi95230;672;3374.99;269.9992;84.3748;3729.364;;{9FC2307E-452B-4EF9-84B3-3DCD64F94013};2011-07-28 00:00:00
44017;8;2011-07-21 00:00:00;2011-08-02 00:00:00;2011-07-28 00:00:00;5;True;SO44017;;10-4030-028078;28078;;1;26037;26037;1;18877;531895Vi98057;;3578.27;286.2616;89.4568;3953.9884;;{15A9CE16-CC0C-4AE0-89EB-F926D6E13651};2011-07-28 00:00:00
44018;8;2011-07-21 00:00:00;2011-08-02 00:00:00;2011-07-28 00:00:00;5;True;SO44018;;10-4030-025876;25876;;1;26090;26090;1;1052;433262Vi5263;;3374.99;269.9992;84.3748;3729.364;;{AE493F49-7C08-43EE-A572-2C5ED7696751};2011-07-28 00:00:00
44019;8;2011-07-21 00:00:00;2011-08-02 00:00:00;2011-07-28 00:00:00;5;True;SO44019;;10-4030-016701;16701;;9;11429;11429;1;16032;734545Vi82867;665;3578.27;286.2616;89.4568;3953.9884;;{274557F7-3D49-4356-A898-86EA8297B8CA};2011-07-28 00:00:00
44020;8;2011-07-21 00:00:00;2011-08-02 00:00:00;2011-07-28 00:00:00;5;True;SO44020;;10-4030-016931;16931;;9;13520;13520;1;8632;1234560Vi44580;665;3578.27;286.2616;89.4568;3953.9884;;{5DEC9408-443B-4BC6-AE32-667F0194813E};2011-07-28 00:00:00
44021;8;2011-07-21 00:00:00;2011-08-02 00:00:00;2011-07-28 00:00:00;5;True;SO44021;;10-4030-011032;11032;;9;25324;25324;1;11205;1235111Vi57811;665;3374.99;269.9992;84.3748;3729.364;;{19F27680-AF6B-41D8-9860-51B50AA2D7DD};2011-07-28 00:00:00
44022;8;2011-07-22 00:00:00;2011-08-03 00:00:00;2011-07-29 00:00:00;5;True;SO44022;;10-4030-022008;22008;;6;21025;21025;1;7382;1230224Vi38283;680;3578.27;286.2616;89.4568;3953.9884;;{50AF9C77-F71E-4402-8487-27FC04D6E72F};2011-07-29 00:00:00
44023;8;2011-07-22 00:00:00;2011-08-03 00:00:00;2011-07-29 00:00:00;5;True;SO44023;;10-4030-019830;19830;;6;12371;12371;1;2858;933265Vi14869;680;3374.99;269.9992;84.3748;3729.364;;{7AF92E59-251B-4820-81FD-78854416E6FB};2011-07-29 00:00:00
44024;8;2011-07-22 00:00:00;2011-08-03 00:00:00;2011-07-29 00:00:00;5;True;SO44024;;10-4030-016663;16663;;9;14001;14001;1;3976;1234534Vi20959;678;3578.27;286.2616;89.4568;3953.9884;;{0F950FDF-9CCE-47EE-8FAE-931FAA461951};2011-07-29 00:00:00
44025;8;2011-07-22 00:00:00;2011-08-03 00:00:00;2011-07-29 00:00:00;5;True;SO44025;;10-4030-016708;16708;;9;25292;25292;1;6608;1034549Vi34379;678;3578.27;286.2616;89.4568;3953.9884;;{41BFFDE3-816C-4702-82EC-1A86A62FCF2C};2011-07-29 00:00:00
44026;8;2011-07-22 00:00:00;2011-08-03 00:00:00;2011-07-29 00:00:00;5;True;SO44026;;10-4030-017045;17045;;9;29375;29375;1;;;678;3578.27;286.2616;89.4568;3953.9884;;{9596293C-B2EB-4979-8E27-E28E20739781};2011-07-29 00:00:00
44027;8;2011-07-23 00:00:00;2011-08-04 00:00:00;2011-07-30 00:00:00;5;True;SO44027;;10-4030-021921;21921;;6;13324;13324;1;2640;230213Vi13719;693;3578.27;286.2616;89.4568;3953.9884;;{7E05CCF1-BF3E-4B57-85B9-1DF66C37A6DC};2011-07-30 00:00:00
44028;8;2011-07-23 00:00:00;2011-08-04 00:00:00;2011-07-30 00:00:00;5;True;SO44028;;10-4030-017048;17048;;9;27841;27841;1;3004;433636Vi15758;691;3578.27;286.2616;89.4568;3953.9884;;{25F8B0CF-040A-4FDB-9E99-5CB2CC7641C2};2011-07-30 00:00:00
44029;8;2011-07-23 00:00:00;2011-08-04 00:00:00;2011-07-30 00:00:00;5;True;SO44029;;10-4030-011050;11050;;9;26423;26423;1;13645;234124Vi70714;691;3374.99;269.9992;84.3748;3729.364;;{A68F2976-F661-4D50-A136-03F7F4A717E8};2011-07-30 00:00:00
44030;8;2011-07-24 00:00:00;2011-08-05 00:00:00;2011-07-31 00:00:00;5;True;SO44030;;10-4030-012131;12131;;7;24044;24044;1;8038;1231023Vi41680;710;3578.27;286.2616;89.4568;3953.9884;;{A3C389ED-2584-4B11-A3F3-B2B08476CBE5};2011-07-31 00:00:00
44031;8;2011-07-24 00:00:00;2011-08-05 00:00:00;2011-07-31 00:00:00;5;True;SO44031;;10-4030-013689;13689;;10;24291;24291;1;5552;131025Vi29067;711;3578.27;286.2616;89.4568;3953.9884;;{123BB86E-4660-4499-A8E6-6D0DCBF27466};2011-07-31 00:00:00
44032;8;2011-07-24 00:00:00;2011-08-05 00:00:00;2011-07-31 00:00:00;5;True;SO44032;;10-4030-011243;11243;;10;22782;22782;1;3590;631741Vi18915;711;3399.99;271.9992;84.9998;3756.989;;{35A131BE-1FDA-4FA9-9194-F1F5426A7652};2011-07-31 00:00:00
44033;8;2011-07-24 00:00:00;2011-08-05 00:00:00;2011-07-31 00:00:00;5;True;SO44033;;10-4030-016693;16693;;9;15526;15526;1;9720;1234543Vi50098;704;3578.27;286.2616;89.4568;3953.9884;;{E2F18F21-2163-4272-8EB2-73B319F21FDB};2011-07-31 00:00:00
44034;8;2011-07-24 00:00:00;2011-08-05 00:00:00;2011-07-31 00:00:00;5;True;SO44034;;10-4030-016702;16702;;9;28770;28770;1;2390;634546Vi12436;704;3578.27;286.2616;89.4568;3953.9884;;{AE933F1B-D5E8-41C9-A53B-9684D46B6AC6};2011-07-31 00:00:00
44035;8;2011-07-24 00:00:00;2011-08-05 00:00:00;2011-07-31 00:00:00;5;True;SO44035;;10-4030-016707;16707;;9;28217;28217;1;8507;1034548Vi43976;704;3578.27;286.2616;89.4568;3953.9884;;{1EDC473F-B1FD-49DA-B32D-4A7C29C738C4};2011-07-31 00:00:00
44036;8;2011-07-24 00:00:00;2011-08-05 00:00:00;2011-07-31 00:00:00;5;True;SO44036;;10-4030-017046;17046;;9;13001;13001;1;2190;834562Vi11421;704;3578.27;286.2616;89.4568;3953.9884;;{69B2F868-093C-4F6C-A5E6-EFCE5066CD69};2011-07-31 00:00:00
44037;8;2011-07-24 00:00:00;2011-08-05 00:00:00;2011-07-31 00:00:00;5;True;SO44037;;10-4030-025272;25272;;9;22224;22224;1;18340;435430Vi95245;704;699.0982;55.9279;17.4775;772.5036;;{18596704-C8FB-4F87-A9EB-CED5AE9081F8};2011-07-31 00:00:00
44038;8;2011-07-24 00:00:00;2011-08-05 00:00:00;2011-07-31 00:00:00;5;True;SO44038;;10-4030-025868;25868;;4;21186;21186;1;17758;235639Vi92124;;3399.99;271.9992;84.9998;3756.989;;{8EEFDB7C-8DB6-4F96-A97A-FAFEE3ECA87C};2011-07-31 00:00:00
44039;8;2011-07-25 00:00:00;2011-08-06 00:00:00;2011-08-01 00:00:00;5;True;SO44039;;10-4030-017971;17971;;7;12447;12447;1;8186;630406Vi42437;723;699.0982;55.9279;17.4775;772.5036;;{BB0F8FE6-AE60-4008-B2F1-97E953D4CAB0};2011-08-01 00:00:00
44040;8;2011-07-25 00:00:00;2011-08-06 00:00:00;2011-08-01 00:00:00;5;True;SO44040;;10-4030-011057;11057;;9;26048;26048;1;2264;1134129Vi11841;717;3374.99;269.9992;84.3748;3729.364;;{A8E41F8B-7E9E-4684-82FC-85D2DFEC3B28};2011-08-01 00:00:00
44041;8;2011-07-25 00:00:00;2011-08-06 00:00:00;2011-08-01 00:00:00;5;True;SO44041;;10-4030-016742;16742;;9;26228;26228;1;10308;1234554Vi53189;717;3578.27;286.2616;89.4568;3953.9884;;{15C5B4CF-6E4B-4E0D-98F7-59BA13FBC08B};2011-08-01 00:00:00
44042;8;2011-07-26 00:00:00;2011-08-07 00:00:00;2011-08-02 00:00:00;5;True;SO44042;;10-4030-013678;13678;;10;13496;13496;1;10199;931017Vi52610;737;3578.27;286.2616;89.4568;3953.9884;;{368E7C42-B21C-480E-8CFC-493C345CAD4C};2011-08-02 00:00:00
44043;8;2011-07-26 00:00:00;2011-08-07 00:00:00;2011-08-02 00:00:00;5;True;SO44043;;10-4030-013679;13679;;10;26729;26729;1;9615;531019Vi49554;737;3578.27;286.2616;89.4568;3953.9884;;{201CF467-868C-4628-9A95-88D94F0D915B};2011-08-02 00:00:00
44044;8;2011-07-26 00:00:00;2011-08-07 00:00:00;2011-08-02 00:00:00;5;True;SO44044;;10-4030-013690;13690;;10;14914;14914;1;10386;931026Vi53564;737;3578.27;286.2616;89.4568;3953.9884;;{5306BD69-D1C2-464A-BF49-0DDE16057DAA};2011-08-02 00:00:00
44045;8;2011-07-26 00:00:00;2011-08-07 00:00:00;2011-08-02 00:00:00;5;True;SO44045;;10-4030-028394;28394;;7;21007;21007;1;6432;231744Vi33376;736;3399.99;271.9992;84.9998;3756.989;;{DB68DB0A-6236-4C68-B05C-AC22A5FF0D74};2011-08-02 00:00:00
